nodeId	time	failures	numContainers	concurrency	cache	newratio	appId	sigma	U	minit	mtask	mcache	mheap	perf	perfsigma	feature1	feature2	feature4	mshuffle	feature3
154	5.2	0	3	2	0.6	5	1386	0	7.13E-01	1.05E+08	5.35E+07	0.6	1539309568	0.1923076923	0	7.13E-01	1.12E+00	1.72E+00	0.1	0
155	6.6	0	3	2	0.6	7	1387	0	7.19E-01	1.05E+08	5.35E+07	0.6	1539309568	0.1515151515	0	7.19E-01	1.12E+00	2.06E+00	0.1	0
156	7.7	0	3	2	0.8	1	1388	0	4.76E-01	1.05E+08	5.35E+07	0.6	1539309568	0.1298701299	0	7.50E-01	1.36E+00	1.79E+00	0.1	0
157	4.4	0	3	2	0.8	3	1389	0	7.00E-01	1.05E+08	5.35E+07	0.6	1539309568	0.2272727273	0	7.94E-01	1.12E+00	1.74E+00	0.1	0
158	4.7	0	3	2	0.8	5	1390	0	7.13E-01	1.05E+08	5.35E+07	0.6	1539309568	0.2127659574	0	8.08E-01	1.12E+00	1.72E+00	0.1	0
159	5.2	0	3	2	0.8	7	1391	0	7.19E-01	1.05E+08	5.35E+07	0.6	1539309568	0.1923076923	0	8.16E-01	1.12E+00	2.06E+00	0.1	0
160	8.4	0	4	1	0.2	1	1424	0	3.12E-01	1.05E+08	5.35E+07	0.6	1154482176	0.119047619	0	3.12E-01	3.52E+00	1.53E+00	0.1	0
161	8.6	0	4	1	0.2	3	1425	0	3.25E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1162790698	0	3.25E-01	3.49E+00	1.49E+00	0.1	0
162	8.8	0	4	1	0.2	5	1426	0	3.29E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1136363636	0	3.29E-01	3.47E+00	1.48E+00	0.1	0
163	9.4	0	4	1	0.2	7	1427	0	3.31E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1063829787	0	3.31E-01	3.47E+00	1.77E+00	0.1	0
164	8.3	0	4	1	0.4	1	1428	0	4.87E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1204819277	0	4.87E-01	1.76E+00	1.53E+00	0.1	0
165	7.9	0	4	1	0.4	3	1429	0	5.12E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1265822785	0	5.12E-01	1.74E+00	1.49E+00	0.1	0
166	8.4	0	4	1	0.4	5	1430	0	5.21E-01	1.05E+08	5.35E+07	0.6	1154482176	0.119047619	0	5.21E-01	1.74E+00	1.48E+00	0.1	0
167	9.1	0	4	1	0.4	7	1431	0	5.25E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1098901099	0	5.25E-01	1.73E+00	1.77E+00	0.1	0
168	7.2	0	4	1	0.6	1	1432	0	4.30E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1388888889	0	6.62E-01	1.41E+00	1.53E+00	0.1	0
169	7.2	0	4	1	0.6	3	1433	0	7.00E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1388888889	0	7.00E-01	1.16E+00	1.49E+00	0.1	0
170	7.6	0	4	1	0.6	5	1434	0	7.12E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1315789474	0	7.12E-01	1.16E+00	1.48E+00	0.1	0
171	9	0	4	1	0.6	7	1435	0	7.19E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1111111111	0	7.19E-01	1.16E+00	1.77E+00	0.1	0
172	7.8	0	4	1	0.8	1	1436	0	4.30E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1282051282	0	7.50E-01	1.41E+00	1.53E+00	0.1	0
173	5.8	0	4	1	0.8	3	1437	0	7.00E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1724137931	0	7.94E-01	1.16E+00	1.49E+00	0.1	0
174	6.5	0	4	1	0.8	5	1438	0	7.12E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1538461538	0	8.08E-01	1.16E+00	1.48E+00	0.1	0
175	7.1	0	4	1	0.8	7	1439	0	7.19E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1408450704	0	8.15E-01	1.16E+00	1.77E+00	0.1	0
176	6.3	0	4	2	0.2	1	1440	0	3.59E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1587301587	0	3.59E-01	3.52E+00	2.06E+00	0.1	0
177	7.3	0	4	2	0.2	3	1441	0	3.71E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1369863014	0	3.71E-01	3.49E+00	1.99E+00	0.1	0
178	7.3	0	4	2	0.2	5	1442	0	3.75E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1369863014	0	3.75E-01	3.47E+00	1.97E+00	0.1	0
179	7.7	0	4	2	0.2	7	1443	0	3.77E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1298701299	0	3.77E-01	3.47E+00	2.35E+00	0.1	0
180	6.4	0	4	2	0.4	1	1444	0	5.34E-01	1.05E+08	5.35E+07	0.6	1154482176	0.15625	0	5.34E-01	1.76E+00	2.06E+00	0.1	0
181	6.4	0	4	2	0.4	3	1445	0	5.59E-01	1.05E+08	5.35E+07	0.6	1154482176	0.15625	0	5.59E-01	1.74E+00	1.99E+00	0.1	0
182	6.9	0	4	2	0.4	5	1446	0	5.67E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1449275362	0	5.67E-01	1.74E+00	1.97E+00	0.1	0
183	7.4	0	4	2	0.4	7	1447	0	5.71E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1351351351	0	5.71E-01	1.73E+00	2.35E+00	0.1	0
184	5.8	0	4	2	0.6	1	1448	0	4.77E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1724137931	0	7.09E-01	1.41E+00	2.06E+00	0.1	0
185	6.9	0	4	2	0.6	3	1449	0	7.46E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1449275362	0	7.46E-01	1.16E+00	1.99E+00	0.1	0
186	6.6	0	4	2	0.6	5	1450	0	7.59E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1515151515	0	7.59E-01	1.16E+00	1.97E+00	0.1	0
187	7.1	0	4	2	0.6	7	1451	0	7.65E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1408450704	0	7.65E-01	1.16E+00	2.35E+00	0.1	0
188	13	0	4	2	0.8	1	1452	0	4.77E-01	1.05E+08	5.35E+07	0.6	1154482176	0.07692307692	0	7.96E-01	1.41E+00	2.06E+00	0.1	0
189	5.7	0	4	2	0.8	3	1453	0	7.46E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1754385965	0	8.40E-01	1.16E+00	1.99E+00	0.1	0
190	5.7	0	4	2	0.8	5	1454	0	7.59E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1754385965	0	8.54E-01	1.16E+00	1.97E+00	0.1	0
191	6.2	0	4	2	0.8	7	1455	0	7.65E-01	1.05E+08	5.35E+07	0.6	1154482176	0.1612903226	0	8.62E-01	1.16E+00	2.35E+00	0.1	0
