nodeId	time	failures	numContainers	concurrency	cache	newratio	appId	sigma	U	minit	mtask	mcache	mheap	perf	perfsigma	feature1	feature2	feature3	mshuffle
45	33	0	1	6	0.8	3	249	0	-4.83E-01	1.22E+08	7.14E+07	0	4617928704	0.0303030303	0	8.69E-01	0	5.39E+00	0.8
46	30	0	1	6	0.8	5	250	0	-6.11E-01	1.22E+08	7.14E+07	0	4617928704	0.03333333333	0	8.86E-01	0	8.07E+00	0.8
47	29	0	1	6	0.8	7	251	0	-6.75E-01	1.22E+08	7.14E+07	0	4617928704	0.03448275862	0	8.94E-01	0	1.07E+01	0.8
48	13	0	1	8	0.2	1	252	0	3.25E-01	1.22E+08	7.14E+07	0	4617928704	0.07692307692	0	3.25E-01	0	1.02E+00	0.8
49	16	0	1	8	0.2	3	253	0	4.86E-02	1.22E+08	7.14E+07	0	4617928704	0.0625	0	3.38E-01	0	1.99E+00	0.8
50	18	0	1	8	0.2	5	254	0	-6.67E-02	1.22E+08	7.14E+07	0	4617928704	0.05555555556	0	3.42E-01	0	2.96E+00	0.8
51	18	0	1	8	0.2	7	255	0	-1.24E-01	1.22E+08	7.14E+07	0	4617928704	0.05555555556	0	3.44E-01	0	3.93E+00	0.8
52	18	0	1	8	0.4	1	256	0	2.19E-01	1.22E+08	7.14E+07	0	4617928704	0.05555555556	0	5.00E-01	0	1.62E+00	0.8
53	20	0	1	8	0.4	3	257	0	-1.39E-01	1.22E+08	7.14E+07	0	4617928704	0.05	0	5.25E-01	0	3.19E+00	0.8
54	19	0	1	8	0.4	5	258	0	-2.58E-01	1.22E+08	7.14E+07	0	4617928704	0.05263157895	0	5.33E-01	0	4.76E+00	0.8
55	21	0	1	8	0.4	7	259	0	-3.18E-01	1.22E+08	7.14E+07	0	4617928704	0.04761904762	0	5.38E-01	0	6.33E+00	0.8
56	22	0	1	8	0.6	1	260	0	4.44E-02	1.22E+08	7.14E+07	0	4617928704	0.04545454545	0	6.75E-01	0	2.22E+00	0.8
57	21	0	1	8	0.6	3	261	0	-3.26E-01	1.22E+08	7.14E+07	0	4617928704	0.04761904762	0	7.13E-01	0	4.39E+00	0.8
58	23	0	1	8	0.6	5	262	0	-4.50E-01	1.22E+08	7.14E+07	0	4617928704	0.04347826087	0	7.25E-01	0	6.56E+00	0.8
59	23	0	1	8	0.6	7	263	0	-5.12E-01	1.22E+08	7.14E+07	0	4617928704	0.04347826087	0	7.31E-01	0	8.73E+00	0.8
60	80	0	1	8	0.8	1	264	0	-1.31E-01	1.22E+08	7.14E+07	0	4617928704	0.0125	0	8.50E-01	0	2.82E+00	0.8
61	31	0	1	8	0.8	3	265	0	-5.14E-01	1.22E+08	7.14E+07	0	4617928704	0.03225806452	0	9.00E-01	0	5.59E+00	0.8
62	27	0	1	8	0.8	5	266	0	-6.42E-01	1.22E+08	7.14E+07	0	4617928704	0.03703703704	0	9.17E-01	0	8.36E+00	0.8
63	31	0	1	8	0.8	7	267	0	-7.06E-01	1.22E+08	7.14E+07	0	4617928704	0.03225806452	0	9.25E-01	0	1.11E+01	0.8
64	20	0	2	1	0.2	1	268	0	2.59E-01	1.22E+08	7.14E+07	0	2308964352	0.05	0	2.59E-01	0	7.06E-01	0.8
65	20	0	2	1	0.2	3	269	0	1.68E-01	1.22E+08	7.14E+07	0	2308964352	0.05	0	2.71E-01	0	1.40E+00	0.8
66	21	0	2	1	0.2	5	270	0	5.26E-02	1.22E+08	7.14E+07	0	2308964352	0.04761904762	0	2.76E-01	0	2.09E+00	0.8
67	21	0	2	1	0.2	7	271	0	-5.08E-03	1.22E+08	7.14E+07	0	2308964352	0.04761904762	0	2.78E-01	0	2.78E+00	0.8
68	21	0	2	1	0.4	1	272	0	3.39E-01	1.22E+08	7.14E+07	0	2308964352	0.04761904762	0	4.34E-01	0	1.31E+00	0.8
69	22	0	2	1	0.4	3	273	0	-1.97E-02	1.22E+08	7.14E+07	0	2308964352	0.04545454545	0	4.59E-01	0	2.60E+00	0.8
70	23	0	2	1	0.4	5	274	0	-1.39E-01	1.22E+08	7.14E+07	0	2308964352	0.04347826087	0	4.67E-01	0	3.89E+00	0.8
71	24	0	2	1	0.4	7	275	0	-1.99E-01	1.22E+08	7.14E+07	0	2308964352	0.04166666667	0	4.71E-01	0	5.18E+00	0.8
72	41	0	2	1	0.6	1	276	0	1.64E-01	1.22E+08	7.14E+07	0	2308964352	0.0243902439	0	6.09E-01	0	1.91E+00	0.8
73	21	0	2	1	0.6	3	277	0	-2.07E-01	1.22E+08	7.14E+07	0	2308964352	0.04761904762	0	6.46E-01	0	3.80E+00	0.8
74	24	0	2	1	0.6	5	278	0	-3.31E-01	1.22E+08	7.14E+07	0	2308964352	0.04166666667	0	6.59E-01	0	5.69E+00	0.8
75	24	0	2	1	0.6	7	279	0	-3.93E-01	1.22E+08	7.14E+07	0	2308964352	0.04166666667	0	6.65E-01	0	7.58E+00	0.8
76	80	0	2	1	0.8	1	280	0	-1.13E-02	1.22E+08	7.14E+07	0	2308964352	0.0125	0	7.84E-01	0	2.51E+00	0.8
77	24	4	2	1	0.8	3	281	6	-3.95E-01	1.22E+08	7.14E+07	0	2308964352	0.04166666667	0.008333333333	8.34E-01	0	5.00E+00	0.8
78	25	0	2	1	0.8	5	282	0	-5.22E-01	1.22E+08	7.14E+07	0	2308964352	0.04	0	8.51E-01	0	7.49E+00	0.8
79	24	0	2	1	0.8	7	283	0	-5.86E-01	1.22E+08	7.14E+07	0	2308964352	0.04166666667	0	8.59E-01	0	9.98E+00	0.8
80	13	0	2	2	0.2	1	284	0	2.90E-01	1.22E+08	7.14E+07	0	2308964352	0.07692307692	0	2.90E-01	0	8.12E-01	0.8
81	17	0	2	2	0.2	3	285	0	1.37E-01	1.22E+08	7.14E+07	0	2308964352	0.05882352941	0	3.02E-01	0	1.60E+00	0.8
82	16	0	2	2	0.2	5	286	0	2.16E-02	1.22E+08	7.14E+07	0	2308964352	0.0625	0	3.06E-01	0	2.38E+00	0.8
83	17	0	2	2	0.2	7	287	0	-3.60E-02	1.22E+08	7.14E+07	0	2308964352	0.05882352941	0	3.09E-01	0	3.17E+00	0.8
84	16	0	2	2	0.4	1	288	0	3.08E-01	1.22E+08	7.14E+07	0	2308964352	0.0625	0	4.65E-01	0	1.41E+00	0.8
85	16	0	2	2	0.4	3	289	0	-5.06E-02	1.22E+08	7.14E+07	0	2308964352	0.0625	0	4.90E-01	0	2.80E+00	0.8
86	17	0	2	2	0.4	5	290	0	-1.70E-01	1.22E+08	7.14E+07	0	2308964352	0.05882352941	0	4.98E-01	0	4.18E+00	0.8
87	18	0	2	2	0.4	7	291	0	-2.30E-01	1.22E+08	7.14E+07	0	2308964352	0.05555555556	0	5.02E-01	0	5.57E+00	0.8
88	23	0	2	2	0.6	1	292	0	1.33E-01	1.22E+08	7.14E+07	0	2308964352	0.04347826087	0	6.40E-01	0	2.01E+00	0.8
89	19	0	2	2	0.6	3	293	0	-2.38E-01	1.22E+08	7.14E+07	0	2308964352	0.05263157895	0	6.77E-01	0	4.00E+00	0.8
90	21	0	2	2	0.6	5	294	0	-3.62E-01	1.22E+08	7.14E+07	0	2308964352	0.04761904762	0	6.90E-01	0	5.98E+00	0.8
91	20	0	2	2	0.6	7	295	0	-4.24E-01	1.22E+08	7.14E+07	0	2308964352	0.05	0	6.96E-01	0	7.97E+00	0.8
92	24	0	2	2	0.8	1	296	0	-4.23E-02	1.22E+08	7.14E+07	0	2308964352	0.04166666667	0	8.15E-01	0	2.61E+00	0.8
93	29	0	2	2	0.8	3	297	0	-4.26E-01	1.22E+08	7.14E+07	0	2308964352	0.03448275862	0	8.65E-01	0	5.20E+00	0.8
94	30	0	2	2	0.8	5	298	0	-5.53E-01	1.22E+08	7.14E+07	0	2308964352	0.03333333333	0	8.81E-01	0	7.78E+00	0.8
95	28	0	2	2	0.8	7	299	0	-6.17E-01	1.22E+08	7.14E+07	0	2308964352	0.03571428571	0	8.90E-01	0	1.04E+01	0.8
96	12	0	2	3	0.2	1	300	0	3.21E-01	1.22E+08	7.14E+07	0	2308964352	0.08333333333	0	3.21E-01	0	9.18E-01	0.8
97	14	0	2	3	0.2	3	301	0	1.06E-01	1.22E+08	7.14E+07	0	2308964352	0.07142857143	0	3.33E-01	0	1.79E+00	0.8
98	15	0	2	3	0.2	5	302	0	-9.29E-03	1.22E+08	7.14E+07	0	2308964352	0.06666666667	0	3.37E-01	0	2.67E+00	0.8
99	19	0	2	3	0.2	7	303	0	-6.69E-02	1.22E+08	7.14E+07	0	2308964352	0.05263157895	0	3.39E-01	0	3.55E+00	0.8
100	16	0	2	3	0.4	1	304	0	2.77E-01	1.22E+08	7.14E+07	0	2308964352	0.0625	0	4.96E-01	0	1.52E+00	0.8
101	15	1	2	3	0.4	3	305	0.9375	-8.15E-02	1.22E+08	7.14E+07	0	2308964352	0.06666666667	0.003921568627	5.21E-01	0	2.99E+00	0.8
102	15	0	2	3	0.4	5	306	0	-2.01E-01	1.22E+08	7.14E+07	0	2308964352	0.06666666667	0	5.29E-01	0	4.47E+00	0.8
103	18	0	2	3	0.4	7	307	0	-2.61E-01	1.22E+08	7.14E+07	0	2308964352	0.05555555556	0	5.33E-01	0	5.95E+00	0.8
104	24	0	2	3	0.6	1	308	0	1.02E-01	1.22E+08	7.14E+07	0	2308964352	0.04166666667	0	6.71E-01	0	2.12E+00	0.8
105	17	0	2	3	0.6	3	309	0	-2.69E-01	1.22E+08	7.14E+07	0	2308964352	0.05882352941	0	7.08E-01	0	4.19E+00	0.8
106	19	0	2	3	0.6	5	310	0	-3.93E-01	1.22E+08	7.14E+07	0	2308964352	0.05263157895	0	7.21E-01	0	6.27E+00	0.8
107	20	1	2	3	0.6	7	311	1.25	-4.54E-01	1.22E+08	7.14E+07	0	2308964352	0.05	0.002941176471	7.27E-01	0	8.35E+00	0.8
108	80	0	2	3	0.8	1	312	0	-7.32E-02	1.22E+08	7.14E+07	0	2308964352	0.0125	0	8.46E-01	0	2.72E+00	0.8
109	26	0	2	3	0.8	3	313	0	-4.57E-01	1.22E+08	7.14E+07	0	2308964352	0.03846153846	0	8.96E-01	0	5.39E+00	0.8
110	25	0	2	3	0.8	5	314	0	-5.84E-01	1.22E+08	7.14E+07	0	2308964352	0.04	0	9.12E-01	0	8.07E+00	0.8
111	22	0	2	3	0.8	7	315	0	-6.48E-01	1.22E+08	7.14E+07	0	2308964352	0.04545454545	0	9.21E-01	0	1.07E+01	0.8
112	12	0	2	4	0.2	1	316	0	3.52E-01	1.22E+08	7.14E+07	0	2308964352	0.08333333333	0	3.52E-01	0	1.02E+00	0.8
113	15	0	2	4	0.2	3	317	0	7.51E-02	1.22E+08	7.14E+07	0	2308964352	0.06666666667	0	3.64E-01	0	1.99E+00	0.8
114	14	0	2	4	0.2	5	318	0	-4.02E-02	1.22E+08	7.14E+07	0	2308964352	0.07142857143	0	3.68E-01	0	2.96E+00	0.8
115	15	0	2	4	0.2	7	319	0	-9.78E-02	1.22E+08	7.14E+07	0	2308964352	0.06666666667	0	3.70E-01	0	3.93E+00	0.8
116	16	0	2	4	0.4	1	320	0	2.46E-01	1.22E+08	7.14E+07	0	2308964352	0.0625	0	5.27E-01	0	1.62E+00	0.8
117	18	0	2	4	0.4	3	321	0	-1.12E-01	1.22E+08	7.14E+07	0	2308964352	0.05555555556	0	5.52E-01	0	3.19E+00	0.8
118	18	0	2	4	0.4	5	322	0	-2.32E-01	1.22E+08	7.14E+07	0	2308964352	0.05555555556	0	5.60E-01	0	4.76E+00	0.8
119	16	0	2	4	0.4	7	323	0	-2.92E-01	1.22E+08	7.14E+07	0	2308964352	0.0625	0	5.64E-01	0	6.33E+00	0.8
120	20	0	2	4	0.6	1	324	0	7.09E-02	1.22E+08	7.14E+07	0	2308964352	0.05	0	7.02E-01	0	2.22E+00	0.8
121	18	0	2	4	0.6	3	325	0	-3.00E-01	1.22E+08	7.14E+07	0	2308964352	0.05555555556	0	7.39E-01	0	4.39E+00	0.8
122	18	0	2	4	0.6	5	326	0	-4.24E-01	1.22E+08	7.14E+07	0	2308964352	0.05555555556	0	7.52E-01	0	6.56E+00	0.8
123	18	0	2	4	0.6	7	327	0	-4.85E-01	1.22E+08	7.14E+07	0	2308964352	0.05555555556	0	7.58E-01	0	8.73E+00	0.8
124	27	1	2	4	0.8	1	328	1.6875	-1.07E-01	1.22E+08	7.14E+07	0	2308964352	0.03703703704	0.002178649237	8.77E-01	0	2.82E+00	0.8
125	28	0	2	4	0.8	3	329	0	-4.87E-01	1.22E+08	7.14E+07	0	2308964352	0.03571428571	0	9.27E-01	0	5.59E+00	0.8
126	19	0	2	4	0.8	5	330	0	-6.15E-01	1.22E+08	7.14E+07	0	2308964352	0.05263157895	0	9.43E-01	0	8.36E+00	0.8
127	22	0	2	4	0.8	7	331	0	-6.79E-01	1.22E+08	7.14E+07	0	2308964352	0.04545454545	0	9.52E-01	0	1.11E+01	0.8
128	12	0	3	1	0.2	1	332	0	3.01E-01	1.22E+08	7.14E+07	0	1539309568	0.08333333333	0	3.01E-01	0	7.59E-01	0.8
129	15	0	3	1	0.2	3	333	0	1.79E-01	1.22E+08	7.14E+07	0	1539309568	0.06666666667	0	3.13E-01	0	1.50E+00	0.8
130	16	0	3	1	0.2	5	334	0	6.36E-02	1.22E+08	7.14E+07	0	1539309568	0.0625	0	3.17E-01	0	2.24E+00	0.8
131	16	0	3	1	0.2	7	335	0	5.92E-03	1.22E+08	7.14E+07	0	1539309568	0.0625	0	3.20E-01	0	2.97E+00	0.8
132	15	0	3	1	0.4	1	336	0	3.50E-01	1.22E+08	7.14E+07	0	1539309568	0.06666666667	0	4.76E-01	0	1.36E+00	0.8
133	18	0	3	1	0.4	3	337	0	-8.67E-03	1.22E+08	7.14E+07	0	1539309568	0.05555555556	0	5.01E-01	0	2.70E+00	0.8
134	19	0	3	1	0.4	5	338	0	-1.28E-01	1.22E+08	7.14E+07	0	1539309568	0.05263157895	0	5.09E-01	0	4.04E+00	0.8
135	18	0	3	1	0.4	7	339	0	-1.88E-01	1.22E+08	7.14E+07	0	1539309568	0.05555555556	0	5.13E-01	0	5.37E+00	0.8
136	32	0	3	1	0.6	1	340	0	1.75E-01	1.22E+08	7.14E+07	0	1539309568	0.03125	0	6.51E-01	0	1.96E+00	0.8
137	18	0	3	1	0.6	3	341	0	-1.96E-01	1.22E+08	7.14E+07	0	1539309568	0.05555555556	0	6.88E-01	0	3.90E+00	0.8
138	18	0	3	1	0.6	5	342	0	-3.20E-01	1.22E+08	7.14E+07	0	1539309568	0.05555555556	0	7.01E-01	0	5.84E+00	0.8
139	20	0	3	1	0.6	7	343	0	-3.82E-01	1.22E+08	7.14E+07	0	1539309568	0.05	0	7.07E-01	0	7.77E+00	0.8
140	80	0	3	1	0.8	1	344	0	-3.32E-04	1.22E+08	7.14E+07	0	1539309568	0.0125	0	8.26E-01	0	2.56E+00	0.8
141	34	1	3	1	0.8	3	345	1.416666667	-3.84E-01	1.22E+08	7.14E+07	0	1539309568	0.02941176471	0.001176470588	8.76E-01	0	5.10E+00	0.8
142	33	0	3	1	0.8	5	346	0	-5.11E-01	1.22E+08	7.14E+07	0	1539309568	0.0303030303	0	8.92E-01	0	7.64E+00	0.8
143	22	0	3	1	0.8	7	347	0	-5.75E-01	1.22E+08	7.14E+07	0	1539309568	0.04545454545	0	9.01E-01	0	1.02E+01	0.8
144	12	0	3	2	0.2	1	364	0	3.47E-01	1.22E+08	7.14E+07	0	1539309568	0.08333333333	0	3.47E-01	0	9.18E-01	0.8
145	13	0	3	2	0.2	3	365	0	1.32E-01	1.22E+08	7.14E+07	0	1539309568	0.07692307692	0	3.60E-01	0	1.79E+00	0.8
146	14	0	3	2	0.2	5	366	0	1.72E-02	1.22E+08	7.14E+07	0	1539309568	0.07142857143	0	3.64E-01	0	2.67E+00	0.8
147	15	0	3	2	0.2	7	367	0	-4.05E-02	1.22E+08	7.14E+07	0	1539309568	0.06666666667	0	3.66E-01	0	3.55E+00	0.8
148	16	0	3	2	0.4	1	368	0	3.03E-01	1.22E+08	7.14E+07	0	1539309568	0.0625	0	5.22E-01	0	1.52E+00	0.8
149	18	0	3	2	0.4	3	369	0	-5.50E-02	1.22E+08	7.14E+07	0	1539309568	0.05555555556	0	5.47E-01	0	2.99E+00	0.8
150	15	0	3	2	0.4	5	370	0	-1.74E-01	1.22E+08	7.14E+07	0	1539309568	0.06666666667	0	5.55E-01	0	4.47E+00	0.8
151	16	0	3	2	0.4	7	371	0	-2.34E-01	1.22E+08	7.14E+07	0	1539309568	0.0625	0	5.60E-01	0	5.95E+00	0.8
152	27	0	3	2	0.6	1	372	0	1.28E-01	1.22E+08	7.14E+07	0	1539309568	0.03703703704	0	6.97E-01	0	2.12E+00	0.8
153	16	0	3	2	0.6	3	373	0	-2.43E-01	1.22E+08	7.14E+07	0	1539309568	0.0625	0	7.35E-01	0	4.19E+00	0.8
154	15	0	3	2	0.6	5	374	0	-3.66E-01	1.22E+08	7.14E+07	0	1539309568	0.06666666667	0	7.47E-01	0	6.27E+00	0.8
155	16	0	3	2	0.6	7	375	0	-4.28E-01	1.22E+08	7.14E+07	0	1539309568	0.0625	0	7.53E-01	0	8.35E+00	0.8
156	36	5	3	2	0.8	1	376	7.5	-4.67E-02	1.22E+08	7.14E+07	0	1539309568	0.02777777778	0.004789272031	8.72E-01	0	2.72E+00	0.8
157	26	3	3	2	0.8	3	377	3.25	-4.30E-01	1.22E+08	7.14E+07	0	1539309568	0.03846153846	0.004273504274	9.22E-01	0	5.39E+00	0.8
158	21	0	3	2	0.8	5	378	0	-5.58E-01	1.22E+08	7.14E+07	0	1539309568	0.04761904762	0	9.39E-01	0	8.07E+00	0.8
159	18	0	3	2	0.8	7	379	0	-6.22E-01	1.22E+08	7.14E+07	0	1539309568	0.05555555556	0	9.47E-01	0	1.07E+01	0.8
160	12	0	4	1	0.2	1	396	0	3.43E-01	1.22E+08	7.14E+07	0	1154482176	0.08333333333	0	3.43E-01	0	8.12E-01	0.8
161	13	0	4	1	0.2	3	397	0	1.90E-01	1.22E+08	7.14E+07	0	1154482176	0.07692307692	0	3.55E-01	0	1.60E+00	0.8
162	14	0	4	1	0.2	5	398	0	7.46E-02	1.22E+08	7.14E+07	0	1154482176	0.07142857143	0	3.59E-01	0	2.38E+00	0.8
163	18	0	4	1	0.2	7	399	0	1.69E-02	1.22E+08	7.14E+07	0	1154482176	0.05555555556	0	3.61E-01	0	3.17E+00	0.8
164	13	0	4	1	0.4	1	400	0	3.61E-01	1.22E+08	7.14E+07	0	1154482176	0.07692307692	0	5.18E-01	0	1.41E+00	0.8
165	14	0	4	1	0.4	3	401	0	2.33E-03	1.22E+08	7.14E+07	0	1154482176	0.07142857143	0	5.43E-01	0	2.80E+00	0.8
166	16	0	4	1	0.4	5	402	0	-1.17E-01	1.22E+08	7.14E+07	0	1154482176	0.0625	0	5.51E-01	0	4.18E+00	0.8
167	18	0	4	1	0.4	7	403	0	-1.77E-01	1.22E+08	7.14E+07	0	1154482176	0.05555555556	0	5.55E-01	0	5.57E+00	0.8
168	30	2	4	1	0.6	1	404	1.875	1.86E-01	1.22E+08	7.14E+07	0	1154482176	0.03333333333	0.001960784314	6.93E-01	0	2.01E+00	0.8
169	16	0	4	1	0.6	3	405	0	-1.85E-01	1.22E+08	7.14E+07	0	1154482176	0.0625	0	7.30E-01	0	4.00E+00	0.8
170	18	0	4	1	0.6	5	406	0	-3.09E-01	1.22E+08	7.14E+07	0	1154482176	0.05555555556	0	7.43E-01	0	5.98E+00	0.8
171	17	0	4	1	0.6	7	407	0	-3.71E-01	1.22E+08	7.14E+07	0	1154482176	0.05882352941	0	7.49E-01	0	7.97E+00	0.8
172	31	4	4	1	0.8	1	408	3.875	1.07E-02	1.22E+08	7.14E+07	0	1154482176	0.03225806452	0.003584229391	8.68E-01	0	2.61E+00	0.8
173	25	2	4	1	0.8	3	409	1.5625	-3.73E-01	1.22E+08	7.14E+07	0	1154482176	0.04	0.002352941176	9.18E-01	0	5.20E+00	0.8
174	16	0	4	1	0.8	5	410	0	-5.00E-01	1.22E+08	7.14E+07	0	1154482176	0.0625	0	9.34E-01	0	7.78E+00	0.8
175	17	0	4	1	0.8	7	411	0	-5.64E-01	1.22E+08	7.14E+07	0	1154482176	0.05882352941	0	9.43E-01	0	1.04E+01	0.8
176	12	0	4	2	0.2	1	412	0	4.05E-01	1.22E+08	7.14E+07	0	1154482176	0.08333333333	0	4.05E-01	0	1.02E+00	0.8
